Timestamp,Humidity,Temperature,Soil Moisture
2025-02-16 04:51:44,34.00,25.00,0
2025-02-16 04:51:46,34.00,25.00,0
2025-02-16 04:51:49,35.00,25.00,0
2025-02-16 04:51:51,35.00,25.00,0
2025-02-16 04:51:54,34.00,25.00,0
2025-02-16 04:51:56,33.00,25.00,0
2025-02-16 04:51:59,33.00,25.00,0
2025-02-16 04:52:01,33.00,25.00,0
2025-02-16 04:52:04,33.00,25.00,0
2025-02-16 04:52:06,34.00,25.00,0
2025-02-16 04:52:09,34.00,25.00,0
2025-02-16 04:52:11,35.00,25.00,0
2025-02-16 04:52:14,35.00,25.00,0
2025-02-16 04:52:16,35.00,25.00,0
2025-02-16 04:52:19,35.00,25.00,0
2025-02-16 04:52:21,35.00,25.00,0
2025-02-16 04:52:24,36.00,25.00,0
2025-02-16 04:52:26,35.00,25.00,0
2025-02-16 04:52:29,36.00,25.00,0
2025-02-16 04:52:31,35.00,25.00,0
2025-02-16 04:52:34,35.00,25.00,0
2025-02-16 04:52:36,34.00,25.00,0
2025-02-16 04:52:39,34.00,25.00,0
2025-02-16 04:52:41,33.00,25.00,0
2025-02-16 04:52:44,34.00,25.00,0
2025-02-16 04:52:46,33.00,25.00,0
2025-02-16 04:52:49,32.00,25.00,0
2025-02-16 04:52:51,32.00,25.00,0
2025-02-16 04:52:54,31.00,25.00,0
2025-02-16 04:52:56,32.00,25.00,0
